,Unnamed: 0,date,symbol,eps,epsEstimated,time,revenue,revenueEstimated,fiscalDateEnding,updatedFromDate
1332891,4990,2020-04-29,MSFT,1.4,1.26,amc,35021000000.0,31518900000.0,2020-03-30,2023-05-17
1333996,6095,2020-04-30,AAPL,0.64,0.57,amc,58313000000.0,51023875000.00001,2020-03-27,2023-05-17
1343843,15942,2020-05-21,NVDA,0.45,0.42,amc,3080000000.0,2891777777.7777777,2020-04-25,2023-05-17
1346254,18353,2020-06-16,ORCL,1.2,1.15,amc,10439000000.0,10004041666.666666,2020-05-30,2023-05-17
1356788,1421,2020-07-22,TSLA,0.15,0.01084,amc,6036000000.0,411545454.5454542,2020-06-29,2023-05-17
1356799,1432,2020-07-22,MSFT,1.46,1.34,amc,38033000000.0,34907000000.00001,2020-06-29,2023-05-17
1359383,4016,2020-07-30,GOOGL,0.51,0.41,amc,38297000000.0,31038338598.2231,2020-06-29,2023-05-17
1359973,4606,2020-07-30,AAPL,0.65,0.51,amc,59685000000.0,46829769230.76923,2020-06-26,2023-05-17
1360145,4778,2020-07-30,GOOG,0.51,0.42,amc,38297000000.0,31529810463.968407,2020-06-29,2023-05-17
1370441,15074,2020-08-19,NVDA,0.55,0.49,amc,3866000000.0,3493587155.9633026,2020-07-25,2023-05-17
1374708,19341,2020-09-10,ORCL,0.93,0.86,amc,9367000000.0,8604569767.0,2020-08-30,2023-05-17
1385444,1273,2020-10-21,TSLA,0.25,0.19,amc,8771000000.0,6809065789.473684,2020-09-29,2023-05-17
1387745,3574,2020-10-27,MSFT,1.82,1.54,amc,37154000000.0,31438000000.0,2020-09-29,2023-05-17
1389008,4837,2020-10-29,GOOG,0.82,0.56,amc,46173000000.0,3427252439.0243907,2020-09-29,2023-05-17
1389434,5263,2020-10-29,AAPL,0.73,0.7,amc,64698000000.0,62039178082.19178,2020-09-25,2023-05-17
1389908,5737,2020-10-29,GOOGL,0.82,0.56,amc,46173000000.0,31786168902.439026,2020-09-29,2023-05-17
1400969,16798,2020-11-18,NVDA,0.73,0.64,amc,4726000000.0,4100770428.0,2020-10-24,2023-05-17
1403003,18832,2020-12-10,ORCL,1.06,1.0,amc,9800000000.0,9359550561.0,2020-11-29,2023-05-17
1412510,1027,2021-01-26,MSFT,2.03,1.64,amc,43076000000.0,40189600000.0,2020-12-30,2023-05-17
1412800,1317,2021-01-27,TSLA,0.27,0.34,amc,10744000000.0,10196800000.0,2020-12-30,2023-05-17
1413012,1529,2021-01-27,AAPL,1.68,1.41,amc,111439000000.0,90099617021.0,2020-12-25,2023-05-17
1414581,3098,2021-02-02,GOOG,1.12,0.8,amc,56898000000.0,51667227016.5,2020-12-30,2023-05-17
1414772,3289,2021-02-02,GOOGL,1.12,0.8,amc,56898000000.0,53074900000.0,2020-12-30,2023-05-17
1421678,10195,2021-02-24,NVDA,0.78,0.7,amc,5003000000.0,4814350000.0,2021-01-30,2023-05-17
1425479,13996,2021-03-10,ORCL,1.16,1.11,amc,10085000000.0,10067800000.0,2021-02-27,2023-05-17
1438225,3138,2021-04-26,TSLA,0.31,0.26,amc,10389000000.0,9976330000.0,2021-03-30,2023-05-17
1438951,3864,2021-04-27,GOOG,1.31,0.79,amc,55314000000.0,47157100785.0,2021-03-30,2023-05-17
1438965,3878,2021-04-27,MSFT,1.95,1.78,amc,41706000000.0,41032800000.0,2021-03-30,2023-05-17
1439002,3915,2021-04-27,GOOGL,1.31,0.79,amc,55314000000.0,46297503317.25,2021-03-30,2023-05-17
1439893,4806,2021-04-28,AAPL,1.4,0.99,amc,89584000000.0,76920700000.0,2021-03-26,2023-05-17
1454287,19200,2021-05-26,NVDA,0.92,0.82,amc,5661000000.0,5318430000.0,2021-05-01,2023-05-17
1455912,20825,2021-06-15,ORCL,1.54,1.31,amc,11227000000.0,11049400000.0,2021-05-30,2023-05-17
1464734,1899,2021-07-26,TSLA,0.48,0.33,amc,11958000000.0,8644038631.3125,2021-06-29,2023-05-17
1465001,2166,2021-07-27,AAPL,1.3,1.01,amc,81434000000.0,84581900000.0,2021-06-25,2023-05-17
1465240,2405,2021-07-27,GOOGL,1.36,0.97,amc,61880000000.0,63237000000.0,2021-06-29,2023-05-17
1465299,2464,2021-07-27,GOOG,1.36,0.96,amc,61880000000.0,63337000000.0,2021-06-29,2023-05-17
1465398,2563,2021-07-27,MSFT,2.17,1.92,amc,46152000000.0,43962700000.0,2021-06-29,2023-05-17
1477952,15117,2021-08-18,NVDA,1.04,1.01,amc,6507000000.0,6816700000.0,2021-07-31,2023-05-17
1482292,19457,2021-09-13,ORCL,1.03,0.97,amc,9728000000.0,9499105882.0,2021-08-30,2023-05-17
1490082,986,2021-10-20,TSLA,0.62,0.53,amc,13757000000.0,13148600000.0,2021-09-29,2023-05-17
1491624,2528,2021-10-26,GOOG,1.4,1.17,amc,65118000000.0,63378600000.0,2021-09-29,2023-05-17
1492053,2957,2021-10-26,GOOGL,1.4,1.17,amc,65118000000.0,63259500000.0,2021-09-29,2023-05-17
1492203,3107,2021-10-26,MSFT,2.27,2.07,amc,45317000000.0,44002200000.0,2021-09-29,2023-05-17
1494345,5249,2021-10-28,AAPL,1.24,1.24,amc,83360000000.0,117986000000.0,2021-09-24,2023-05-17
1507234,18138,2021-11-17,NVDA,1.17,1.11,amc,7103000000.0,7413390000.0,2021-10-30,2023-05-17
1509584,20488,2021-12-09,ORCL,1.21,1.11,amc,10360000000.0,10509700000.0,2021-11-29,2023-05-17
1517379,1125,2022-01-25,MSFT,2.48,2.31,amc,51728000000.0,49054700000.0,2021-12-30,2023-05-17
1517434,1180,2022-01-26,TSLA,0.85,0.79,amc,17719000000.0,15747600000.0,2021-12-30,2023-05-17
1517825,1571,2022-01-27,AAPL,2.1,1.89,amc,123945000000.0,93933900000.0,2021-12-24,2023-05-17
1519215,2961,2022-02-01,GOOGL,1.53,1.37,amc,75325000000.0,68120000000.0,2021-12-30,2023-05-17
1519268,3014,2022-02-01,GOOG,1.53,1.38,amc,75325000000.0,71991600000.0,2021-12-30,2023-05-17
1524834,8580,2022-02-16,NVDA,1.32,1.22,amc,7643000000.0,7413390000.0,2022-01-29,2023-05-17
1531366,15112,2022-03-10,ORCL,1.13,1.18,amc,10513000000.0,10509700000.0,2022-02-27,2023-05-17
1537237,1215,2022-04-20,TSLA,1.07,0.75,amc,18756000000.0,17801601769.5,2022-03-30,2023-05-17
1538915,2893,2022-04-26,MSFT,2.22,2.19,amc,49360000000.0,48683835616.0,2022-03-30,2023-05-17
1538929,2907,2022-04-26,GOOGL,1.23,1.3,amc,68011000000.0,71422045524.0,2022-03-30,2023-05-17
1539257,3235,2022-04-26,GOOG,1.23,1.29,amc,68011000000.0,71347190421.0,2022-03-30,2023-05-17
1542052,6030,2022-04-28,AAPL,1.52,1.43,amc,97278000000.0,91155608391.0,2022-03-25,2023-05-17
1556599,20577,2022-06-13,ORCL,1.54,1.37,amc,11840000000.0,11680600000.0,2022-05-30,2023-05-17
1559077,1131,2022-07-20,TSLA,0.76,0.6,amc,16934000000.0,17202800000.0,2022-06-29,2023-05-17
1560093,2147,2022-07-26,GOOG,1.21,1.3,amc,69685000000.0,74509346153.0,2022-06-29,2023-05-17
1560152,2206,2022-07-26,MSFT,2.23,2.29,amc,51865000000.0,53223908296.0,2022-06-29,2023-05-17
1560266,2320,2022-07-26,GOOGL,1.21,1.28,amc,69685000000.0,73495898437.0,2022-06-29,2023-05-17
1561205,3259,2022-07-28,AAPL,1.2,1.16,amc,82959000000.0,80098344827.0,2022-06-24,2023-05-17
1599701,19323,2022-12-12,ORCL,1.21,1.18,amc,12275000000.0,12046100000.0,2022-11-29,2023-05-17
1607140,3808,2023-02-02,GOOG,1.05,1.19,amc,76048000000.0,76592700000.0,2022-12-30,2023-05-17
1607172,3840,2023-02-02,AAPL,1.88,1.94,amc,117154000000.0,122054000000.0,2022-12-30,2023-05-17
1607568,4236,2023-02-02,GOOGL,1.05,1.18,amc,76048000000.0,76539900000.0,2022-12-30,2023-05-17
1621070,17738,2023-03-09,ORCL,1.22,1.2,amc,12398000000.0,13756200000.0,2023-02-27,2023-06-06
1632210,661,2023-03-09,ORCL,1.22,1.2,amc,12398000000.0,13756200000.0,2023-02-27,2023-06-06
1649444,17895,2023-04-19,TSLA,0.85,0.85,amc,23329000000.0,23290300000.0,2023-03-30,2023-06-06
1650677,19128,2023-04-25,MSFT,2.45,2.23,amc,52857000000.0,51017600000.0,2023-03-30,2023-06-06
1650984,19435,2023-04-25,GOOG,1.17,1.06,amc,69787000000.0,68883200000.0,2023-03-30,2023-06-05
1651418,19869,2023-04-25,GOOGL,1.17,1.07,amc,69787000000.0,68904000000.0,2023-03-30,2023-06-06
1659363,27814,2023-05-04,AAPL,1.52,1.43,amc,94836000000.0,92960200000.0,2023-03-31,2023-06-05
1669959,38410,2023-05-24,NVDA,1.09,0.92,amc,7192000000.0,6516830000.0,2023-04-29,2023-06-06
